id,title,body,slug
1,「古い車の遺産相続」廃車にしてしまうと損をする？実は価値があるちょっと昔の車の話,https://assets.qsha-oh.com/img/post/8144f394-7455-4699-8867-00a401f13c64,2363
2,古い車ってこんなに高く売れるの？旧車の値段が高騰し続ける理由と高価買取のポイントとは,https://assets.qsha-oh.com/img/post/684d0536-d539-45b4-89f2-67f880abe356,2388
3,意外と知られていないプレミアがついているおすすめネオクラシックカー5選,https://assets.qsha-oh.com/img/post/639c5e33-3324-4ac3-b344-7c749bed5254,2502
3,意外と知られていないプレミアがついているおすすめネオクラシックカー5選,https://assets.qsha-oh.com/img/post/c7060129-95f2-4f8f-b8d8-aaba9163d388,2502
4,古い車の下取りはNG！？年式が経っていても愛車が高く売れる理由とは？,https://assets.qsha-oh.com/wp/wp-content/uploads/2020/02/GT-R.jpg,2560
5,希少車とは？意外と知らない旧車と希少車の違いについて,https://assets.qsha-oh.com/img/post/a445c8d2-c7c5-4faf-a667-144df63c6008,2580
5,希少車とは？意外と知らない旧車と希少車の違いについて,https://assets.qsha-oh.com/img/post/424561e9-60c8-4c6a-93e0-69514b1ad763,2580
6,古い車の買い替えのタイミングは？何故なるべく早く売却するべきなのか？,https://assets.qsha-oh.com/img/post/0d3a9ed2-e901-4ff0-88e4-6c61414fe5cf,2708
6,古い車の買い替えのタイミングは？何故なるべく早く売却するべきなのか？,https://assets.qsha-oh.com/img/post/5708ffca-da97-4121-8ac3-b5c0402eb8f7,2708
7,旧車（古い車）の故障は避けられない！？故障した車の正しい対処方法とは？,https://assets.qsha-oh.com/img/post/d7194339-f587-4e5e-a40d-4e89b337f732,2726
8,ワークス仕様やグラチャン仕様などと呼ばれる旧車の改造車は高価買取が可能なのか？,https://assets.qsha-oh.com/img/post/b4880c86-b241-419c-8691-2a0774f58022,2756
9,GT-Rだけがスカイラインではない！ ケンメリCMや[西部警察]DR30型スカイラインRSターボなど,https://assets.qsha-oh.com/img/post/fda522b8-d559-4ce8-9c99-5dcf5b20c35e,2889
9,GT-Rだけがスカイラインではない！ ケンメリCMや[西部警察]DR30型スカイラインRSターボなど,https://assets.qsha-oh.com/img/post/3febbd7f-33f6-4c82-b68d-d8a4394b5610,2889
10,大きく強いアメ車、その人気は旧車であっても健在,https://assets.qsha-oh.com/img/post/4d3a2cce-d860-4cb9-89b1-3ab8bd8c377e,2954
11,ロングノーズショートデッキはフェアレディZの象徴？初代 S30からZ31まで,https://assets.qsha-oh.com/img/post/74defb1b-3c7c-416b-9a6d-c3db69a1da12,2980
12,旧車の価格はなぜ高い？旧車の購入や維持について深堀してみた,https://assets.qsha-oh.com/img/post/48b20662-2b47-4554-a3fb-0d0822756992,3179
13,旧車と現行車は何が違うのか？あえて現行車を選ぶ理由ついて考えてみる。,https://assets.qsha-oh.com/img/post/3c83589f-3dae-45e4-9563-d1a2b9a82bc0,3258
14,いま世界中から大人気！旧車の国産SUVが中古車になっても高いワケ,https://assets.qsha-oh.com/img/post/b0ff74dd-6e3d-4688-b7f6-2d2662f8786b,3543
15,あこがれの旧車に乗りたい方必見！旧車に安く乗る方法教えます！,https://assets.qsha-oh.com/img/post/9f6b1314-5b6f-48f8-ab5d-b3e9eca6a72a,3553
15,あこがれの旧車に乗りたい方必見！旧車に安く乗る方法教えます！,https://assets.qsha-oh.com/img/post/30d84e9d-6080-44a4-a779-32185b23bdd4,3553
16,旧車王が選ぶ平成の国産ネオクラスポーツカーランキングベスト5,https://assets.qsha-oh.com/img/post/8246ed63-1a8e-42e4-9c3c-56e905e59d6f,3593
17,アメリカ「25年ルール」とは？名車の中古相場が急騰するしくみ,https://assets.qsha-oh.com/img/post/6cefc029-d5ce-483a-8f69-7998c659e4bb,3662
17,アメリカ「25年ルール」とは？名車の中古相場が急騰するしくみ,https://assets.qsha-oh.com/img/post/0dc1fc62-fe19-47a7-9fe3-eb8e4e0dd3c7,3662
18,唯我独尊！マツダの旧車が高いそのワケとは？,https://assets.qsha-oh.com/img/post/e163d5dc-729e-4007-a087-a953868e17bc,3710
19,ランエボの伝説はここから始まった！三菱ギャランVR-4の系譜,https://assets.qsha-oh.com/img/post/15fc883a-2f1f-4b2a-a765-4e4d247d4f65,3862
20,ハイソカーって何？現代車の礎となったバブル期の名車を振り返る,https://assets.qsha-oh.com/img/post/5c622b94-0b1e-4c5a-87b7-46826812f150,3870
21,古い車でも買取可能なのか？意外と査定額がつくクルマ3選,https://assets.qsha-oh.com/img/post/a743fa5b-3c2e-4e0e-805c-e48d24198f28,4022
21,古い車でも買取可能なのか？意外と査定額がつくクルマ3選,https://assets.qsha-oh.com/img/post/3bb86822-20d1-4532-be5f-ffe56f61e7f0,4022
22,ユーザーの感性に突き刺さる！今注目されるパイクカーの魅力,https://assets.qsha-oh.com/img/post/60176600-f2e5-40c3-ba2a-c3b27ae5518a,4138
23,廃車と買取のそれぞれのメリット・デメリットについて旧車王が独自解説,https://assets.qsha-oh.com/img/post/a0ae4c9e-7532-4033-89fb-4b1bbce19bd2,4153
24,ネオクラシックカーになりつつある競技車両は買取可能なのか？,https://assets.qsha-oh.com/img/post/b7eab7b5-5f69-4eac-94bc-a32748e9d2d3,4241
25,ランクル70で後悔しないで！再販で話題のモデルの魅力&欠点,https://assets.qsha-oh.com/img/post/e387fd8e-cfa2-4cbc-95d2-5f9e2c7a6ad3,4263
26,年式の古いランクルは車検NG？今一度押さえておきたいNOx・PM法とは,https://assets.qsha-oh.com/img/post/80d55301-399f-4461-91f1-9d060ac7bab8,4337
27,MR2（SW20型）の中古車は買いと言えるのか？迷車と言われる理由についても解説,https://assets.qsha-oh.com/img/post/ced21a01-b48a-4351-a5f2-b1def3b78382,4892
28,新型が出る今が買い？150系ランドクルーザープラドの中古車事情,https://assets.qsha-oh.com/img/post/31d24973-ef7a-4222-b6e0-2e0a32b16766,4960
29,4ドアになってもFF最強！FD2型シビックタイプRの中古車事情とは？,https://assets.qsha-oh.com/img/post/4edd8bbd-cf23-41e2-956f-4782ef2b99b6,4968
29,4ドアになってもFF最強！FD2型シビックタイプRの中古車事情とは？,https://assets.qsha-oh.com/img/post/59059bd7-d2e1-4122-af94-71fe9ceb82bc,4968
30,オープンエアと超高回転NAエンジンの快感！ホンダ S2000の特徴と中古車事情,https://assets.qsha-oh.com/img/post/96730dc3-cbdb-40f9-98c4-bf66ecf09cb7,5250
31,乗り手を選ぶ硬派な軽量コーナリングマシン！RX-7 FD3Sの中古事情とは,https://assets.qsha-oh.com/img/post/038fc4c6-b2de-45bb-9eab-974d23999f8e,5502
31,乗り手を選ぶ硬派な軽量コーナリングマシン！RX-7 FD3Sの中古事情とは,https://assets.qsha-oh.com/img/post/bba119a8-3049-4169-b64d-73e8362f6f75,5502
32,即日売却できて助かった…など、実例での上手な旧車の売却方法・課題解決13選！,https://assets.qsha-oh.com/img/post/5556249b-1a23-49bb-a448-5451ae2029c4,5428
32,即日売却できて助かった…など、実例での上手な旧車の売却方法・課題解決13選！,https://assets.qsha-oh.com/img/post/fe3f3749-56bf-43a6-8d09-167f68dc0d0e,5428
33,100万円で購入出来るロータリー？マツダ RX-8の中古車は今がチャンス！,https://assets.qsha-oh.com/img/post/901e318a-00a2-4128-84d3-fa492e458fbf,6000
34,今が底値か！？280馬力規制のきっかけになったZ32型フェアレディZの中古車事情とは,https://assets.qsha-oh.com/img/post/2b8f73db-500a-4d84-b252-03317591ec58,6034
34,今が底値か！？280馬力規制のきっかけになったZ32型フェアレディZの中古車事情とは,https://assets.qsha-oh.com/img/post/81b899da-e97e-455e-b355-385f86498f21,6034
35,レガシィの中古車はNAモデルがねらい目！？走りと実用性を兼ね備えたオールマイティカー,https://assets.qsha-oh.com/img/post/e3db8b42-66a6-4a80-b127-24056c88223a,6055
36,旧車・ネオクラシックカーのスポーツカーを卒業するタイミングと手放す方法,https://assets.qsha-oh.com/img/post/d68839a0-c974-409f-bbb7-f648702140ab,6235
36,旧車・ネオクラシックカーのスポーツカーを卒業するタイミングと手放す方法,https://assets.qsha-oh.com/img/post/9d1f3f9a-5f6f-43b7-b9ae-a149a0788132,6235
36,旧車・ネオクラシックカーのスポーツカーを卒業するタイミングと手放す方法,https://assets.qsha-oh.com/img/post/cec9f207-89fe-4082-a70b-8d116390f1a3,6235
37,査定「ゼロ」の古い車を高く売る「正しい」手放し方,https://assets.qsha-oh.com/img/post/e646bb30-7c32-4eca-ad7d-fc19dac06c43,6263
37,査定「ゼロ」の古い車を高く売る「正しい」手放し方,https://assets.qsha-oh.com/img/post/2c652148-92de-4a51-9010-f3ae43b7fc0a,6263
38,JDMとは？海外の若者が熱狂する日本車文化,https://assets.qsha-oh.com/img/post/33a18027-7b0a-4870-9d65-dbb7b28280c6,6302
39,R34 GT-Rは最低1000万円超え！？中古車事情に迫る！,https://assets.qsha-oh.com/img/post/5b873fe4-ed79-488b-8e66-0bc3def1f551,6422
40,中古車でも1000万円超！？90年代FRスポーツの最高峰！A80型スープラ,https://assets.qsha-oh.com/img/post/c9a0d9e3-0ce0-49e0-8ae0-a1d52681aa52,6442
41,【旧車いじめ？】13年以上経過車の自動車税はいくらかかる？,https://assets.qsha-oh.com/img/post/29b05ee7-b673-4714-936d-51b8c36ed855,6483
41,【旧車いじめ？】13年以上経過車の自動車税はいくらかかる？,https://assets.qsha-oh.com/img/post/22574361-d4a6-40ec-aa73-3cf288598f61,6483
42,「不動車」＝動かない車ってホント！？車のプロが教える対処法！,https://assets.qsha-oh.com/img/post/0238ff22-64c0-456a-b437-7384bccf184b,6632
43,グランツーリスモの意味とは？スポーツカーとの違いも解説！,https://assets.qsha-oh.com/img/post/b602f588-f9dd-4513-9e9e-ce0887212c36,6758
44,外車・輸入車の買取相場は高額なのか？旧車専門店が解説,https://assets.qsha-oh.com/img/post/92e4589d-dee5-431f-9c1b-ca317064d590,6818
44,外車・輸入車の買取相場は高額なのか？旧車専門店が解説,https://assets.qsha-oh.com/img/post/c7026fb8-ea5d-4029-8be5-10ed772b4c5c,6818
45,日本車は海外で人気が高い！でも個人で自動車を輸出するのは大変？,https://assets.qsha-oh.com/img/post/71897e8b-01cb-441e-9969-20a6d05a650f,6878
45,日本車は海外で人気が高い！でも個人で自動車を輸出するのは大変？,https://assets.qsha-oh.com/img/post/fdfa9dbe-f837-494e-bc42-d11e96c30f76,6878
46,これで解決！車の所有者が死亡した場合の名義変更,https://assets.qsha-oh.com/img/post/7078b750-bbc1-4a67-af66-450cd39fd58a,7009
47,S2000・部品供給の状況＆再販はあるのか？,https://assets.qsha-oh.com/img/post/f5c75dda-11b9-4973-8f4f-4a298b516a40,7306
48,車の買取・査定の方法はどれがいい？おすすめの方法を紹介,https://assets.qsha-oh.com/img/post/73442d93-e5e5-4439-a300-54cb0f0f2445,7315
48,車の買取・査定の方法はどれがいい？おすすめの方法を紹介,https://assets.qsha-oh.com/img/post/648a7065-ba35-4e5d-991d-a1938afce89b,7315
49,廃車？売却？損をせず相続人がいない車を処分する方法とは,https://assets.qsha-oh.com/img/post/81da8c10-0f9d-466d-a403-926904ec5599,7402
50,海外からも熱視線！R32 スカイラインGT-Rの部品再販でオーナー歓喜！,https://assets.qsha-oh.com/img/post/c369f7ab-1951-41ff-a239-ba3295f0ca3e,7503
52,【特報】高騰中の注目車種の特徴はこれだ！,https://assets.qsha-oh.com/img/post/cce30f06-2974-46e1-8221-b7a9ae473391,7768
52,【特報】高騰中の注目車種の特徴はこれだ！,https://assets.qsha-oh.com/img/post/b4e104d4-63d3-4db0-945d-82fadde6dd6b,7768
53,今や希少となったFRスポーツクーペ！日産 シルビアの維持費をご紹介,https://assets.qsha-oh.com/img/post/985a9692-a8a7-4bfa-8246-4d65255acf76,7920
53,今や希少となったFRスポーツクーペ！日産 シルビアの維持費をご紹介,https://assets.qsha-oh.com/img/post/78913e4d-ed9c-479b-9f8b-069099f47399,7920
54,脳天までしびれる高回転エンジンをオープンエアで堪能！ホンダ S2000の維持費をご紹介,https://assets.qsha-oh.com/img/post/77a27623-e383-44bc-ade1-5fc87e51d7de,8068
54,脳天までしびれる高回転エンジンをオープンエアで堪能！ホンダ S2000の維持費をご紹介,https://assets.qsha-oh.com/img/post/b5253088-ec73-487d-842f-49099926fbf8,8068
55,トヨタ 80スープラの維持費はどれくらい？鳴く子も黙る大排気量FRスポーツ！,https://assets.qsha-oh.com/img/post/5d1397e6-9bc5-4af0-b48b-3bc3738335c0,8079
55,トヨタ 80スープラの維持費はどれくらい？鳴く子も黙る大排気量FRスポーツ！,https://assets.qsha-oh.com/img/post/c34e6ea9-f80d-4fc3-874a-8162e90b7549,8079
56,「旧車国勢調査」愛車のステアリングを変えてみたい…！あなたは何をつけたい？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/01/IMG_0995-300x225.jpg,8106
56,「旧車国勢調査」愛車のステアリングを変えてみたい…！あなたは何をつけたい？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/01/messerschmitt-kr200-300x200.jpg,8106
56,「旧車国勢調査」愛車のステアリングを変えてみたい…！あなたは何をつけたい？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/01/IMG_7916-2-300x225.jpg,8106
57,トヨタ MR2の維持費はいくら？国産初のミッドシップスポーツに今乗りたい！,https://assets.qsha-oh.com/img/post/875680d1-d4f7-433d-8302-e7584ce7c3cc,8284
57,トヨタ MR2の維持費はいくら？国産初のミッドシップスポーツに今乗りたい！,https://assets.qsha-oh.com/img/post/12673549-d65a-47c3-b95d-f328f8ebba5c,8284
58,JZX100系ツアラーVの維持費は？今だからほしいかつて存在した激速セダンの代名詞！,https://assets.qsha-oh.com/img/post/39aacc2d-0d7a-4f7b-af21-03392950af97,8294
58,JZX100系ツアラーVの維持費は？今だからほしいかつて存在した激速セダンの代名詞！,https://assets.qsha-oh.com/img/post/178fc456-1981-4e7b-b761-29cc80994680,8294
59,「旧車国勢調査第2弾」今後ますます値上がりしそうな名車はどれ？？果たして結果はいかに！？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/02/80-supra-300x225.jpg,8437
59,「旧車国勢調査第2弾」今後ますます値上がりしそうな名車はどれ？？果たして結果はいかに！？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/02/s206-300x225.jpg,8437
60,「旧車国勢調査第3弾」アジアンタイヤ履くならどのメーカー？アンケートで驚きの結果が…！,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/02/nankang-300x200.jpg,8954
60,「旧車国勢調査第3弾」アジアンタイヤ履くならどのメーカー？アンケートで驚きの結果が…！,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/02/hankook-tire-300x200.jpg,8954
61,これぞ名機！根強い人気を保つ日産「L型」エンジンの魅力に迫る,https://assets.qsha-oh.com/img/post/c458bc07-ad94-4443-b3c6-5e5bcd94c6d5,9469
62,旧車国勢調査第4弾「旧車」ってどこから？あなた的にはどれが旧車？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/03/cc0dd22fd5873d618c31ae6ba8c324a0-3.jpg,9594
62,旧車国勢調査第4弾「旧車」ってどこから？あなた的にはどれが旧車？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/03/mark-x.jpg,9594
63,「直列6気筒を捨てた」残念なモデルから伝説のモデルに昇華したR30スカイライン,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/03/r30-skyline.jpg,9660
63,「直列6気筒を捨てた」残念なモデルから伝説のモデルに昇華したR30スカイライン,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/03/25021-1-1.jpg,9660
63,「直列6気筒を捨てた」残念なモデルから伝説のモデルに昇華したR30スカイライン,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/03/25021-2-1.jpg,9660
64,30セルシオの前期と後期の違いは外観！簡単な見分け方を解説,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/celsior-5-1.jpg,9683
64,30セルシオの前期と後期の違いは外観！簡単な見分け方を解説,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/celsior-6-1.jpg,9683
64,30セルシオの前期と後期の違いは外観！簡単な見分け方を解説,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/celsior-7-1.jpg,9683
64,30セルシオの前期と後期の違いは外観！簡単な見分け方を解説,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/celsior-3-1.jpg,9683
65,高級で速い最強のバブリーセダン！シーマ現象を巻き起こした日産 初代シーマ,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/3e76d2fd8260caac8b47fc1981cf3984.jpg,9708
66,魅惑のロータリーエンジン！ オーバーホールの基準や相場は？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/fd3s.jpg,9773
66,魅惑のロータリーエンジン！ オーバーホールの基準や相場は？,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/rx-8.jpg,9773
67,まさに究極のメーカーチューンド！三菱 ランサーエボリューションの魅力に迫る,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/0cd864550951e7111ba9ae1c4ab7c82a-13.jpg,9859
67,まさに究極のメーカーチューンド！三菱 ランサーエボリューションの魅力に迫る,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/1fb11adcfdc8a4e33c93a6e5588238b1.jpg,9859
68,モテる男の必需品！プレリュードからデートカーのお株を奪った日産シルビア,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/s13.jpg,9928
68,モテる男の必需品！プレリュードからデートカーのお株を奪った日産シルビア,https://assets.qsha-oh.com/wp/wp-content/uploads/2021/04/prelude.jpg,9928
